,Activation,Optimizer,Configuration,Data type,Averaged on Last Epoch,Averaged Max Achieved,Overall Max on Last Epoch,Overall Max Achieved,Averaged Max Epoch
266,selu,Adadelta,rho: 0.9999,Normd,97.776,97.966,97.9,98.21,92
780,selu,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Std,97.874,97.966,97.99,98.17,63
277,selu,Adamax,"beta_1: 0.95, beta_2: 0.999",Normd,97.93199999999999,97.96400000000001,98.03,98.19,96
733,elu,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.9999",Std,97.858,97.96400000000001,98.03,98.11999999999999,52
831,softplus,Adamax,"beta_1: 0.95, beta_2: 0.999",Std,97.962,97.96400000000001,98.06,98.11999999999999,78
747,elu,Adamax,"beta_1: 0.9, beta_2: 0.99",Std,97.87000000000002,97.962,97.96000000000001,98.11,61
740,elu,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Std,97.782,97.96199999999999,97.98,98.22999999999999,70
263,selu,Adadelta,rho: 0.9,Normd,97.96000000000001,97.96000000000001,98.06,98.06,99
728,elu,Adadelta,rho: 0.5,Std,97.918,97.96,97.97,98.2,82
284,selu,Nadam,"beta_1: 0.95, beta_2: 0.999",Normd,97.834,97.958,98.06,98.09,80
274,selu,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Normd,97.928,97.958,98.11,98.15,93
772,selu,Adadelta,rho: 0.5,Std,97.92,97.95200000000001,98.09,98.14,96
725,elu,rmsp,rho: 0.95,Std,97.71000000000001,97.95,97.77,98.07000000000001,36
244,elu,Nadam,"beta_1: 0.9, beta_2: 0.9",Normd,97.804,97.95,97.97,98.2,52
40,softplus,Adamax,Default,Normd,97.924,97.94800000000001,98.06,98.1,98
322,softplus,Adamax,"beta_1: 0.95, beta_2: 0.99",Normd,97.908,97.94600000000001,98.05,98.13,84
33,selu,Adamax,Default,Normd,97.94600000000001,97.94600000000001,98.13,98.13,99
285,selu,Nadam,"beta_1: 0.95, beta_2: 0.99",Normd,97.81400000000001,97.944,98.07000000000001,98.16,86
286,selu,Nadam,"beta_1: 0.95, beta_2: 0.95",Normd,97.864,97.942,97.95,98.11999999999999,57
236,elu,Adamax,"beta_1: 0.9, beta_2: 0.9",Normd,97.864,97.94,97.95,98.14,56
321,softplus,Adamax,"beta_1: 0.95, beta_2: 0.999",Normd,97.916,97.94,98.02,98.04,98
830,softplus,Adamax,"beta_1: 0.99, beta_2: 0.999",Std,97.872,97.934,97.95,98.05,83
775,selu,Adadelta,rho: 0.999,Std,97.81600000000002,97.934,97.89,98.08,92
259,selu,rmsp,rho: 0.95,Normd,97.896,97.932,98.02,98.11999999999999,74
283,selu,Nadam,"beta_1: 0.9, beta_2: 0.99",Normd,97.836,97.92999999999999,98.0,98.14,95
734,elu,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Std,97.85999999999999,97.92999999999999,97.96000000000001,98.11999999999999,49
280,selu,Adamax,"beta_1: 0.9, beta_2: 0.9",Normd,97.828,97.928,97.97,98.18,89
724,elu,rmsp,rho: 0.99,Std,97.812,97.922,97.91,98.11999999999999,51
550,softplus,Adamax,Default,Std,97.88799999999999,97.918,98.07000000000001,98.13,78
540,selu,sgd,Default,Std,97.88799999999999,97.918,98.00999999999999,98.03,98
712,elu,sgd,"Momentum: 0.1, Nesterov: False",Std,97.898,97.91799999999998,97.97,98.03,95
242,elu,Nadam,"beta_1: 0.95, beta_2: 0.95",Normd,97.758,97.916,97.85000000000001,98.11999999999999,44
307,softplus,Adadelta,rho: 0.9,Normd,97.88600000000001,97.916,97.96000000000001,98.07000000000001,92
239,elu,Nadam,"beta_1: 0.9, beta_2: 0.99",Normd,97.85600000000001,97.91400000000002,98.1,98.1,79
218,elu,Adadelta,rho: 0.5,Normd,97.872,97.91399999999999,98.04,98.09,96
736,elu,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Std,97.786,97.912,98.09,98.15,61
789,selu,Adamax,"beta_1: 0.95, beta_2: 0.95",Std,97.786,97.908,97.97,98.15,38
718,elu,sgd,"Momentum: 0.1, Nesterov: True",Std,97.89999999999999,97.90600000000002,97.94,98.06,94
245,elu,Nadam,"beta_1: 0.9, beta_2: 0.95",Normd,97.81400000000001,97.90400000000001,98.02,98.11,31
531,elu,rmsp,Default,Std,97.72800000000001,97.90199999999999,97.78,98.05,44
312,softplus,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.999",Normd,97.84200000000001,97.90199999999999,97.94,98.03,84
714,elu,sgd,"Momentum: 0.95, Nesterov: False",Std,97.84200000000001,97.89999999999999,97.9,98.09,96
762,selu,sgd,"Momentum: 0.1, Nesterov: True",Std,97.898,97.898,98.07000000000001,98.07000000000001,99
756,selu,sgd,"Momentum: 0.1, Nesterov: False",Std,97.874,97.898,98.03,98.1,98
253,selu,sgd,"Momentum: 0.9, Nesterov: True",Normd,97.874,97.898,97.95,98.02,98
303,softplus,rmsp,rho: 0.95,Normd,97.848,97.898,97.9,98.04,43
240,elu,Nadam,"beta_1: 0.95, beta_2: 0.999",Normd,97.78800000000001,97.894,97.89,98.06,53
835,softplus,Adamax,"beta_1: 0.9, beta_2: 0.99",Std,97.798,97.894,97.85000000000001,98.08,39
534,elu,Adagrad,Default,Std,97.89200000000001,97.89200000000001,97.91,97.99,99
243,elu,Nadam,"beta_1: 0.95, beta_2: 0.9",Normd,97.668,97.89,97.85000000000001,98.15,66
34,selu,Nadam,Default,Normd,97.75399999999999,97.89,97.84,98.1,42
827,softplus,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Std,97.77000000000001,97.88799999999999,97.84,98.04,60
289,selu,Nadam,"beta_1: 0.9, beta_2: 0.95",Normd,97.844,97.88799999999999,97.95,98.05,51
304,softplus,rmsp,rho: 0.999,Normd,97.778,97.88600000000001,97.86,98.02,58
824,softplus,adam,"amsgrad: False, beta_1: 0.9, beta_2: 0.9999",Std,97.66199999999999,97.88599999999998,97.76,98.0,49
288,selu,Nadam,"beta_1: 0.9, beta_2: 0.9",Normd,97.772,97.882,97.92999999999999,98.06,70
316,softplus,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.999",Normd,97.838,97.88,97.98,98.00999999999999,86
761,selu,sgd,"Momentum: 0.0, Nesterov: True",Std,97.82,97.88,97.89,98.00999999999999,98
829,softplus,Adamax,"beta_1: 0.99, beta_2: 0.9999",Std,97.796,97.87800000000001,97.99,98.07000000000001,68
807,softplus,sgd,"Momentum: 0.9, Nesterov: True",Std,97.812,97.87799999999999,97.88,98.00999999999999,95
790,selu,Adamax,"beta_1: 0.9, beta_2: 0.9",Std,97.762,97.874,97.87,98.03,29
726,elu,rmsp,rho: 0.999,Std,97.85999999999999,97.874,98.00999999999999,98.13,64
828,softplus,adam,"amsgrad: True, beta_1: 0.9, beta_2: 0.9999",Std,97.65799999999999,97.874,97.77,97.99,40
767,selu,rmsp,rho: 0.5,Std,97.706,97.868,97.85000000000001,98.06,53
832,softplus,Adamax,"beta_1: 0.95, beta_2: 0.99",Std,97.72000000000001,97.868,97.82,98.00999999999999,44
287,selu,Nadam,"beta_1: 0.95, beta_2: 0.9",Normd,97.774,97.866,97.98,98.1,72
313,softplus,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Normd,97.762,97.864,97.85000000000001,98.04,60
745,elu,Adamax,"beta_1: 0.95, beta_2: 0.95",Std,97.72000000000001,97.864,97.74000000000001,98.09,27
717,elu,sgd,"Momentum: 0.0, Nesterov: True",Std,97.844,97.864,97.92,98.02,87
302,softplus,rmsp,rho: 0.99,Normd,97.712,97.86399999999999,97.75,98.00999999999999,47
181,relu,adam,"amsgrad: False, beta_1: 0.95, beta_2: 0.999",Normd,97.796,97.862,97.95,98.05,39
317,softplus,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.999",Normd,97.796,97.862,97.85000000000001,97.99,49
549,softplus,Adadelta,Default,Std,97.65999999999998,97.85600000000001,97.84,98.00999999999999,45
315,softplus,adam,"amsgrad: True, beta_1: 0.95, beta_2: 0.9999",Normd,97.78399999999999,97.85600000000001,97.86,98.0,56
309,softplus,Adadelta,rho: 0.999,Normd,97.804,97.85600000000001,98.02,98.02,79
748,elu,Adamax,"beta_1: 0.9, beta_2: 0.95",Std,97.658,97.854,97.77,98.05,37
723,elu,rmsp,rho: 0.5,Std,97.68599999999999,97.85199999999999,97.85000000000001,98.05,31
731,elu,Adadelta,rho: 0.999,Std,97.678,97.85199999999999,97.8,98.00999999999999,77
36,softplus,adam,Default,Normd,97.70200000000001,97.85000000000001,97.81,97.99,66
